N,P,K,ph,temperature,humidity,rainfall,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,elevation,slope,aspect,soil_Alluvial,soil_Black,soil_Clay,soil_Clay loam,soil_Laterite,soil_Loamy,soil_Sandy,soil_Sandy loam,label
67,43,38,7.299304715,25.21622704,70.88259632,195.8645552,0.5615,0.6267,0.8522,0.7634,20.1738,26.9929,33.0303,27.9962,16.3913,21.9497,26.7263,22.9529,16.601,39.7153,101.2347,41.1407,2946.0,0.363526,52.798189,0,0,0,0,0,1,0,0,8
89,47,38,6.002524871,25.52468965,72.24850829,151.8869972,0.5709,0.6409,0.8723,0.7923,19.765,27.7331,34.0724,27.2492,15.9363,22.6282,27.6912,22.1443,18.0395,29.0394,77.2964,31.0373,270.0,0.195702,102.864116,1,0,0,0,0,0,0,0,8
140,40,17,6.006085786,22.72767171,77.07598065,77.55176318,0.6101,0.6838,0.9251,0.8552,18.0669,24.0797,30.0859,24.193,14.6578,19.5342,24.404,19.6475,8.6152,13.708,38.3366,14.4511,616.0,0.057603,312.770502,1,0,0,0,0,0,0,0,6
35,30,34,6.141502001,28.2974764,95.41122824,182.4482352,0.7628,0.8721,1.1724,1.0636,22.245,29.5644,36.2868,30.3689,18.0004,23.9049,29.2124,24.7094,18.8314,35.7433,90.5694,38.3801,0.0,0.0,241.767816,0,0,0,0,0,0,0,1,4
21,74,15,6.471862118,29.49096726,67.10604388,153.2504506,0.551,0.6073,0.7906,0.7343,23.5138,31.015,38.7171,31.1489,19.0902,25.1168,31.3444,25.2507,14.0688,28.6649,73.0871,31.0547,616.0,0.348102,38.560602,0,1,0,0,0,0,0,0,18
0,12,7,6.969249676,20.18432263,90.65458473,116.8130969,0.7451,0.8184,1.0871,0.9966,16.7436,21.6228,25.6932,21.3342,13.7159,17.5859,20.6471,17.2974,12.9819,24.0947,56.6442,27.2563,194.0,0.016381,142.00028,0,0,0,0,0,1,0,0,16
99,41,36,6.738652179,24.45802087,82.74835604,182.5616319,0.6486,0.7503,0.9976,0.9145,19.3495,25.9862,32.5181,24.8504,15.6808,21.0946,26.4036,19.9588,19.0166,38.6739,91.1405,36.9277,301.0,0.237399,212.977379,1,0,0,0,0,0,0,0,20
97,36,45,6.939083505,22.2286982,81.85872947,278.0791793,0.6509,0.7386,0.9898,0.8974,17.6894,23.9794,28.4952,24.4218,14.3551,19.5336,22.9381,19.976,27.8654,55.7087,140.3306,56.0541,438.0,0.199349,279.050903,0,0,1,0,0,0,0,0,20
87,54,20,6.576418207000001,25.61707368,63.4711755,108.8303762,0.52,0.5625,0.7653,0.7131,20.5565,26.7961,33.5092,26.4963,16.7139,21.6727,27.1049,21.3729,10.6827,20.1123,56.2424,21.2238,572.0,0.444177,150.840233,1,0,0,0,0,0,0,0,11
116,81,55,5.915546415,26.42313317,83.69950440000002,95.12322062,0.6852,0.7701,1.0068,0.9135,20.0439,27.9888,34.8805,27.73,16.0805,22.7042,28.2748,22.4454,9.6631,20.1462,46.5947,18.9355,85.0,0.096684,347.699675,0,0,0,1,0,0,0,0,1
4,41,20,6.647965508,28.14720892,83.8001509,37.44800463,0.6761,0.7511,1.0099,0.918,22.8049,30.3036,36.7992,29.5266,18.5828,24.6741,29.7624,23.8972,3.9482,9.5514,18.4969,10.1793,194.0,0.05611,277.027586,1,0,0,0,0,0,0,0,14
8,59,18,6.216814453,29.50523036,35.72032498,187.8961851,0.2766,0.3223,0.4314,0.4015,22.4873,30.8959,39.0738,30.8242,18.0615,24.9949,31.6975,24.9231,21.4351,39.0969,93.5308,38.6864,255.0,0.058693,54.381965,0,0,0,0,0,1,0,0,18
31,137,196,6.400321212000001,22.14464104,93.82567435,120.6310784,0.7654,0.8472,1.1274,1.0221,16.325,22.6937,28.9035,23.6318,13.0033,18.2648,23.3673,19.2029,11.4916,24.5351,58.0055,22.9151,683.0,1.160493,236.341873,0,0,0,0,0,0,0,1,0
92,35,40,6.3573893660000005,22.17931888,80.33127223,200.0882787,0.6522,0.7317,0.9559,0.8624,18.1918,22.9046,30.2053,22.9886,14.8649,18.4687,24.6604,18.5527,24.3152,40.3843,98.3647,38.9661,465.0,0.179021,180.079028,1,0,0,0,0,0,0,0,20
7,144,195,5.85648105,22.96388477,93.58065995,104.64729859999998,0.7559,0.8306,1.1398,1.0258,18.5027,24.5673,30.0097,24.9938,15.0581,19.9745,24.2687,20.401,9.4359,23.0842,49.2808,20.1705,200.0,0.034164,160.561773,0,0,0,1,0,0,0,0,0
84,21,55,6.494251024,28.47090661,94.79453182,21.08484101,0.7633,0.8372,1.1329,1.0393,23.3999,30.3108,36.5112,29.5094,19.1293,24.6166,29.3935,23.8152,0.0,5.121,9.8149,6.2821,154.0,0.077567,148.323782,0,0,0,0,0,0,0,1,15
2,120,203,5.893492998999999,23.12652652,94.71203306,108.62118329999998,0.7401,0.8351,1.1498,1.0476,18.5913,23.2769,30.497,24.1596,15.1223,18.6516,24.7154,19.5343,12.6685,20.7263,54.4258,19.9824,4448.0,10.920313,98.622874,0,0,0,0,0,0,0,1,0
29,70,15,6.872594461,30.33499674,63.54718862,74.16699119,0.5069,0.5567,0.7579,0.6861,23.9766,32.4679,40.2248,32.361,19.4264,26.4009,32.641,26.294,9.0352,13.6395,35.4871,14.2302,53.0,0.151541,105.103987,0,0,0,0,0,1,0,0,2
24,53,17,6.421271178,28.95451232,89.07866095,57.65901369,0.6971,0.8063,1.0719,0.9647,22.9029,29.6908,37.7773,30.3733,18.5597,23.8999,30.5387,24.5824,5.8453,9.6831,27.2844,12.7936,762.0,0.427092,342.894442,0,0,0,0,0,1,0,0,14
2,123,205,5.739652177000001,22.36629253,90.78572467,124.9831618,0.7133,0.8299,1.0934,1.0037,16.7652,23.3822,29.3088,24.0005,13.4103,18.909,23.7172,19.5272,14.0115,22.587,60.1506,21.7781,5195.0,0.829973,291.925857,0,0,0,1,0,0,0,0,0
16,80,20,7.3393209289999986,31.24021696,56.67369054,122.0146733,0.464,0.5069,0.6832,0.614,24.5038,33.0538,40.9411,32.6844,19.8178,26.8057,33.1311,26.4363,12.0984,22.3433,59.696,26.6414,495.0,0.103138,9.97757,0,0,0,0,0,0,0,1,18
114,40,17,6.363406102000001,24.32630461,80.13456404,69.45072055,0.6408,0.7334,0.939,0.8745,19.8067,24.7164,31.3212,25.745,16.1578,19.8512,25.2397,20.8797,4.2694,13.1441,33.9339,11.7837,404.0,0.090517,216.162478,1,0,0,0,0,0,0,0,6
28,122,197,5.856575335,19.89363946,82.73366439,69.66256816,0.6772,0.7629,0.9847,0.9057,15.3552,21.1953,26.0228,22.0107,12.3711,17.2166,21.0494,18.0319,9.5633,18.3972,31.1027,16.2026,478.0,0.345129,339.037684,0,1,0,0,0,0,0,0,7
4,43,18,8.840656256,29.02955344,61.09387478,72.98016599,0.4718,0.5594,0.7296,0.6721,23.292,30.8897,39.2023,30.2728,18.9376,25.0838,31.9449,24.4669,8.9385,17.033,36.7092,17.6618,367.0,0.357049,139.102875,0,0,0,0,0,0,0,1,13
4,6,7,6.708889665,23.01014302,91.11764246,112.6738296,0.743,0.8327,1.0732,1.0058,18.6781,23.4929,30.1422,23.8646,15.2265,18.8909,24.3897,19.2625,12.7051,23.9828,58.2441,22.6716,339.0,0.152506,146.85513,1,0,0,0,0,0,0,0,16
36,80,21,7.066087261,33.64769646,48.41490082,100.4673278,0.3773,0.4323,0.5614,0.5191,26.6341,35.0635,43.6726,35.4268,21.587,28.334,35.2607,28.6972,10.0412,19.3444,48.8974,20.1248,196.0,0.041868,63.058049,0,0,0,0,0,0,0,1,18
111,87,48,5.571401169,26.3985515,81.36028902,98.16752001,0.6566,0.7284,0.984,0.897,20.6365,27.9544,34.2839,28.1435,16.6768,22.6747,27.6843,22.8638,10.7952,18.9782,47.2428,19.5434,0.0,0.0,81.287176,1,0,0,0,0,0,0,0,1
68,41,16,6.158830619,21.77689322,57.80840636,102.0861694,0.4632,0.522,0.6847,0.6468,17.4285,22.4054,28.5266,23.4838,14.1619,18.05,23.0823,19.1284,11.2861,17.5898,49.572,21.6355,291.0,0.040263,317.027729,0,0,0,0,0,0,0,1,11
4,59,19,7.621494566,26.25070298,67.62779652,40.8106299,0.5504,0.6166,0.8273,0.7638,21.4506,28.3527,35.0728,28.2376,17.513,23.1026,28.5101,22.9874,0.0,12.1749,22.1626,8.5952,291.0,0.076381,192.217727,0,0,0,0,0,0,0,1,10
30,70,79,7.313122235,20.26942271,19.96978871,69.64449182,0.1611,0.1711,0.2484,0.2164,16.5473,21.5599,25.5274,22.0346,13.5069,17.506,20.4601,17.9807,7.1236,13.989,31.6993,13.5056,221.0,0.041187,322.008262,0,0,0,0,0,1,0,0,3
38,60,76,8.868741443,18.65054116,17.80852431,77.92798682,0.1213,0.1328,0.2276,0.1973,13.5682,19.8119,24.2157,19.7746,10.7706,16.0818,19.5531,16.0445,6.5791,14.5861,38.1939,11.3245,136.0,0.021306,255.971285,0,1,0,0,0,0,0,0,3
95,82,48,5.719014989,27.39489579,83.31172003,92.78133617,0.6655,0.7335,0.9876,0.9181,21.2475,29.019,35.9236,28.7858,17.1383,23.54,29.0749,23.3068,12.2385,15.0172,47.6878,17.1428,130.0,0.159275,355.892224,0,0,0,1,0,0,0,0,1
117,86,53,5.703381727999999,25.19640218,83.55829874,115.8586081,0.6763,0.7508,1.0036,0.9385,21.4842,26.8907,33.15,25.7325,17.7048,21.8515,26.8509,20.6933,11.0519,24.906,57.7021,21.2887,116.0,0.141377,284.955122,1,0,0,0,0,0,0,0,1
5,144,205,6.184922574,21.42177231,92.62665309,102.8045658,0.7417,0.829,1.1074,1.0032,17.1014,22.6655,27.5781,21.9264,13.8881,18.3811,22.2227,17.6421,10.2087,22.204,52.6245,20.6871,217.0,0.0,1.32152,0,0,0,0,0,1,0,0,0
26,51,25,7.792508067999999,28.76488954,52.62741529,55.21606732,0.4137,0.4755,0.6296,0.5641,22.9279,29.3895,37.3894,29.7957,18.6131,23.6365,30.1982,24.0427,4.92,10.9547,27.9686,14.6544,531.0,0.006746,345.963091,0,0,0,0,0,0,0,1,13
115,11,46,6.623167177000001,24.41592661,89.39655519,40.32161859,0.7154,0.8075,1.0706,0.9707,18.6017,25.7141,31.6763,25.5383,14.9393,20.831,25.5724,20.6551,5.6907,10.348,23.43,6.7256,31.0,0.383383,31.063722,0,0,0,0,0,0,0,1,21
0,67,22,6.5937983870000005,29.82112112,69.4073209,51.56461082,0.5544,0.6384,0.812,0.7593,24.0184,30.7737,39.4008,31.6186,19.5452,24.8095,31.9455,25.6544,6.5259,14.6103,24.6658,12.8573,92.0,0.011859,157.159052,0,0,0,0,0,1,0,0,10
21,44,18,7.12851089,27.06909959,86.89934108,50.46746116,0.6944,0.7815,1.0388,0.947,21.6687,28.2417,35.8573,29.1552,17.6083,22.8279,29.09,23.7413,4.4948,9.1977,28.4197,10.2329,404.0,0.15366,353.949978,0,0,0,0,0,1,0,0,14
27,64,15,5.514927264,20.16080524,24.84207559,138.2362122,0.201,0.2295,0.2988,0.2868,15.8199,20.6529,26.395,20.7794,12.7958,16.6207,21.3548,16.7473,16.2931,26.4675,66.1177,29.4196,5286.0,10.920313,278.648361,0,0,0,0,0,0,0,1,9
80,71,47,6.156373499,27.50527651,80.79783998,105.0776992,0.6491,0.7477,0.9773,0.8912,21.5526,28.2784,36.4287,29.1839,17.4268,22.7773,29.5524,23.6829,11.0544,20.0738,52.2597,18.1803,81.0,0.159428,144.347789,0,0,0,0,0,1,0,0,1
85,95,47,6.211833161,25.94019018,78.3422098,119.84797,0.6347,0.6985,0.9403,0.8487,20.5583,27.4905,33.6223,28.0766,16.6673,22.3024,27.1373,22.8886,13.4002,24.3174,60.5857,24.9326,140.0,0.410421,94.84714,1,0,0,0,0,0,0,0,1
5,8,5,6.562594972,11.03367937,92.22706805,112.7715925,0.7346,0.8328,1.1187,1.0038,9.3526,11.5045,13.0346,11.2792,7.6976,9.2978,10.2762,9.0724,10.7778,21.3922,59.9752,22.2801,393.0,0.0,233.808929,0,0,0,0,0,1,0,0,16
69,55,38,5.70080568,22.70883798,82.63941394,271.3248604,0.6768,0.7446,0.9718,0.9238,17.8653,24.2552,29.8512,24.0228,14.459,19.7135,24.174,19.4811,21.893,53.667,135.2231,53.2284,151.0,0.131714,280.905864,1,0,0,0,0,0,0,0,20
28,48,15,9.254089438,25.16125354,55.25435777,40.89732789,0.4402,0.4984,0.6732,0.5974,20.2696,26.4477,33.4841,26.1112,16.4954,21.4154,27.1938,21.079,1.6713,8.5511,19.2602,9.5771,57.0,0.008152,108.016935,0,0,0,0,0,1,0,0,13
8,16,6,7.106650373,12.22816189,90.26457428,108.4161706,0.7319,0.8352,1.0736,0.9852,11.0226,12.4559,16.0732,13.0897,9.1884,10.0103,13.0162,10.6441,8.5007,21.2545,57.3383,19.6956,355.0,0.081408,11.956554,0,0,0,0,0,0,0,1,16
86,79,45,5.80766417,27.81251452,82.69285419,99.20961514,0.6602,0.7424,0.9846,0.9034,22.614,28.9412,35.9999,29.6726,18.4421,23.3787,29.0468,24.1101,7.148,20.853,50.6262,17.1755,144.0,0.078099,243.150267,0,0,0,1,0,0,0,0,1
11,27,30,6.39474303,27.69637763,48.56224879999999,89.85646496,0.381,0.4353,0.5741,0.5307,21.5499,29.5771,35.9382,29.6149,17.3955,24.0378,29.0142,24.0757,5.9706,15.4786,45.0143,13.4662,354.0,0.392184,264.266432,0,0,0,0,0,1,0,0,12
42,62,75,7.010570541,18.17912258,18.90426935,81.84997529,0.1484,0.1758,0.2207,0.2374,14.1766,19.2581,23.6944,18.6754,11.4497,15.6223,19.1497,15.0395,9.7657,18.3064,38.7547,18.8594,557.0,0.091912,27.011462,0,1,0,0,0,0,0,0,3
36,27,26,6.25449571,26.58413917,95.78923137,171.6262299,0.769,0.8599,1.1629,1.0555,21.0559,27.6256,35.46,28.5298,17.0683,22.3087,28.8139,23.213,20.3378,34.1128,86.7623,33.98,0.0,0.0,0.287364,1,0,0,0,0,0,0,0,4
63,58,47,6.864143752,26.83054058,90.75379971,144.66564440000005,0.7165,0.8321,1.1024,1.0054,21.5529,27.2669,34.9577,27.5734,17.5283,21.9007,28.25,22.2073,14.6508,26.215,71.8638,30.3142,0.0,0.0,357.903187,1,0,0,0,0,0,0,0,17
25,7,35,5.55771171,28.38503882,99.18843684,189.67113490000003,0.7865,0.9027,1.1905,1.081,21.6469,29.9832,36.9854,29.0577,17.3891,24.3062,29.8891,23.3807,23.6394,37.5101,94.3034,39.35,704.0,0.265608,351.813259,0,0,0,0,0,0,0,1,4
116,71,47,6.435785799,27.57278064,82.0638878,91.34276507,0.6411,0.7354,0.9856,0.9162,21.2361,29.3836,35.8313,28.8149,17.1002,23.8691,28.9381,23.3003,6.6917,17.0535,45.1925,21.3446,756.0,0.940457,355.621935,0,0,0,1,0,0,0,0,1
59,55,79,8.766128654,20.36720401,16.89574311,82.2545577,0.1373,0.1312,0.2056,0.1802,16.4233,23.3487,26.5882,21.1734,13.3682,19.2752,21.4964,17.1,9.242,19.9003,41.0363,17.1099,219.0,0.033851,188.755839,0,0,0,0,0,0,0,1,3
40,64,47,6.893509446,32.50037548,93.47888842,71.73759526,0.7511,0.8532,1.1362,1.0267,26.1987,33.8484,43.2883,33.8753,21.3236,27.3483,35.1632,27.3752,7.4119,17.6723,35.1514,14.4247,266.0,0.674579,354.191063,0,0,0,0,0,0,0,1,17
13,17,45,7.159520979,21.25433607,92.65058936,106.2784673,0.7417,0.8377,1.0973,1.0125,16.3252,23.0891,28.0276,21.911,13.1371,18.8382,22.7141,17.6601,10.7836,15.8406,51.2073,18.5054,309.0,0.216506,261.507606,0,0,0,0,0,0,0,1,19
115,18,53,6.0124803510000016,29.17052093,94.19790371,22.06994464,0.7585,0.8667,1.1132,1.021,23.6831,30.5413,37.8347,30.6285,19.3075,24.7072,30.5421,24.7944,2.4442,5.8281,11.3896,4.3032,305.0,0.029011,211.305774,0,0,0,0,0,1,0,0,15
93,58,38,6.932400225,20.61521424,83.77345559,279.5451717,0.6629,0.7478,0.9918,0.912,16.4933,21.2683,26.5959,22.1728,13.401,17.1452,21.442,18.0498,28.3281,53.0957,137.8208,61.1738,430.0,0.116613,136.515506,0,0,0,0,0,1,0,0,20
125,39,21,7.954629324,25.03149561,82.21276599,95.0191318,0.6478,0.7548,0.9846,0.9077,20.0711,26.7549,31.4602,26.1667,16.3163,21.7486,25.2023,21.1604,8.2359,18.9338,47.5744,18.05,368.0,0.197019,147.983215,0,0,0,0,0,0,0,1,6
118,31,34,6.123796057000001,27.54823036,62.88179198,181.4170812,0.5092,0.5653,0.7507,0.7138,21.8179,29.3315,35.9288,28.7598,17.6856,23.8219,29.0418,23.2501,17.9333,37.7312,91.9126,37.4163,248.0,0.279331,31.367464,0,0,0,1,0,0,0,0,5
66,44,20,6.740000687999999,19.0781471,69.02298571,80.72515943,0.5682,0.6282,0.832,0.7435,14.8946,19.8843,25.6266,20.2559,12.0329,16.0687,20.8571,16.4403,9.1944,15.4774,40.148,13.8915,301.0,0.288152,356.880807,0,0,0,0,0,1,0,0,11
90,39,37,6.86106911,24.81441246,81.68688879,190.7886386,0.6629,0.7354,0.988,0.8951,19.2751,26.1894,32.716,25.8249,15.553,21.2265,26.5124,20.862,18.27,37.2157,95.0245,33.5619,0.0,0.023813,249.974154,0,0,1,0,0,0,0,0,8
37,57,20,7.354286985,31.1006247,44.82069159,70.79934452,0.36,0.3999,0.5459,0.4896,25.3379,32.8253,40.6353,32.7972,20.6728,26.6052,32.8601,26.5771,1.6732,14.01,37.639,14.0772,19.0,0.006814,320.008593,0,0,0,0,0,0,0,1,13
30,25,31,5.804965067,26.31270635,98.62048026,208.1181381,0.7762,0.8815,1.1923,1.0814,20.4711,27.8642,34.1071,28.1351,16.5242,22.6017,27.5289,22.8726,20.0622,43.3513,106.6786,37.3727,126.0,0.052181,219.886644,0,0,0,0,0,1,0,0,4
13,47,20,6.54450214,29.21780035,87.93724219,43.1386631,0.7314,0.7736,1.0504,0.9627,23.8915,31.0728,38.7365,30.5515,19.5088,25.2292,31.432,24.7079,4.4962,11.6332,24.0437,9.5784,340.0,0.612605,358.636516,1,0,0,0,0,0,0,0,14
108,38,24,7.442217061,23.41022496,76.43836957,78.82199603,0.6083,0.669,0.9137,0.8437,19.0117,24.2066,31.3938,24.3853,15.5001,19.5245,25.5412,19.7032,8.1354,18.2338,40.7349,17.2827,0.0,0.0,225.892801,0,1,0,0,0,0,0,0,6
4,23,5,7.477935216,22.67594476,93.36348717,110.3332655,0.7423,0.8219,1.1145,1.0211,18.4593,23.8207,28.5193,24.0334,15.0579,19.2855,22.8503,19.4982,10.5291,21.5345,56.877,22.1482,350.0,0.024593,51.054654,0,0,0,0,0,1,0,0,16
40,136,202,5.935336307999999,22.85267372,94.57645809999998,117.53140259999998,0.7591,0.8547,1.1354,1.0503,17.4448,23.6418,30.8153,23.4867,14.0169,19.0712,25.1022,18.9161,9.6769,18.6481,56.1798,24.7084,1522.0,6.513808,72.570521,0,0,0,1,0,0,0,0,0
22,67,22,7.475926645,29.03017561,64.49166566,54.93937710000001,0.516,0.5834,0.7693,0.6925,22.9184,31.0359,37.6989,29.7146,18.5639,25.2299,30.4413,23.9086,3.3153,11.7776,27.1174,9.7864,80.0,0.006124,61.494913,0,0,0,0,0,1,0,0,10
16,8,9,7.601189842999999,24.60297538,91.28408653,111.2948115,0.7128,0.8311,1.0909,0.9988,18.3712,25.8332,32.2624,25.9597,14.6807,20.9126,26.1117,21.0392,14.9854,21.5676,60.5793,18.9559,663.0,0.090081,162.04476,0,0,0,0,0,0,0,1,16
62,56,35,6.235357637999999,25.97825807,81.65769588,163.3488091,0.652,0.7171,0.9958,0.9034,20.4967,26.9741,34.6915,27.299,16.6,21.7784,28.1969,22.1033,18.2907,32.8146,81.4598,32.1411,48.0,0.022914,106.638405,0,0,1,0,0,0,0,0,8
20,45,22,6.904587016,29.5888162,89.9939693,54.96121262,0.7216,0.8059,1.0632,0.992,23.4875,31.19,38.8942,31.3282,19.0492,25.2722,31.497,25.4104,8.5816,10.9958,32.9013,12.2226,625.0,0.238285,86.383623,1,0,0,0,0,0,0,0,14
36,58,25,8.399135957999999,28.66024187,59.3189118,36.92629678,0.4757,0.5142,0.7076,0.6382,22.4111,29.34,36.7996,29.6479,18.112,23.6079,29.6345,23.9158,5.8357,6.211,19.4681,7.5239,302.0,0.061777,159.164407,0,0,0,0,0,0,1,0,13
18,125,204,6.046673619,22.35548159,94.47811755,116.7366261,0.7474,0.8522,1.1448,1.0347,18.4853,23.0607,29.4615,23.7191,15.1319,18.5897,23.8726,19.248,10.8897,22.2706,53.3166,24.2682,247.0,0.148502,1.325822,0,0,0,0,0,1,0,0,0
29,138,197,5.830892252000001,22.19055385,92.43764169,121.6622761,0.7432,0.8243,1.0933,1.0255,17.3376,22.9785,28.4245,23.7694,14.0091,18.5403,22.8768,19.3313,13.2721,23.1142,61.4255,19.5685,1159.0,3.820473,93.082143,0,0,0,0,0,1,0,0,0
22,8,33,5.665785202,28.43572863,95.8840407,203.9283708,0.7684,0.8576,1.1369,1.0515,22.2012,29.5552,37.7586,29.6255,17.9358,23.8681,30.6497,23.9383,22.1884,40.8325,102.9749,44.7888,0.0,0.0,287.021904,0,0,0,0,0,0,0,1,4
7,79,23,5.821649914,19.6365349,19.68751084,96.65888933,0.168,0.1618,0.2374,0.2127,14.8692,20.266,25.55,19.6146,11.9237,16.3387,20.6408,15.6873,10.8099,19.042,47.6032,18.7205,560.0,1.492029,348.001768,0,0,0,0,0,1,0,0,9
17,77,24,5.568456899,20.76952209,18.93146941,109.0193712,0.1678,0.1552,0.2262,0.2076,16.6654,21.9638,27.4542,21.9298,13.55,17.8099,22.2618,17.7759,11.6646,16.5424,53.4801,24.0594,179.0,0.054432,81.140744,0,0,0,0,0,0,0,1,9
22,60,24,5.630664753,18.78226261,20.24768314,104.2570723,0.1603,0.1811,0.2303,0.2022,13.7459,19.5214,24.5767,18.7467,10.9285,15.765,19.8811,14.9902,9.8945,21.38,53.1009,22.3298,3877.0,0.746509,143.667821,0,0,0,0,0,0,0,1,9
63,58,50,6.720744449,43.03714283,94.6428898,41.5856585,0.7688,0.8349,1.1349,1.029,34.6073,44.4734,56.9264,44.6478,28.1517,35.866,46.1671,36.0404,5.2355,8.7981,24.6226,6.9886,53.0,0.045926,48.570579,1,0,0,0,0,0,0,0,17
59,63,18,6.52669158,31.65531175,60.13263713,66.69096751,0.493,0.5515,0.7433,0.6496,25.8525,33.0357,42.0245,32.8284,21.1042,26.7047,34.1106,26.4973,6.2677,17.3031,31.5008,14.2217,450.0,0.154935,81.106474,1,0,0,0,0,0,0,0,2
60,58,37,6.067302109,26.13871511,79.1188943,171.4892533,0.6215,0.7027,0.9561,0.8874,21.4363,27.5987,34.1538,27.3241,17.5155,22.3709,27.6191,22.0964,16.4407,35.5991,86.9166,32.9672,14.0,0.038098,249.543475,0,0,0,0,0,1,0,0,8
36,128,204,5.695792761,25.23542319,80.68700527,67.03840888,0.6293,0.7334,0.9595,0.8825,20.1585,26.7913,33.0544,26.6303,16.3732,21.7442,26.7456,21.5832,5.2033,12.1043,32.4224,12.9193,60.0,1.142865,111.913223,0,0,0,0,0,0,0,1,7
36,29,13,7.829507245,20.68185224,90.91510525,109.7513927,0.7208,0.8159,1.0955,1.0053,15.5419,22.4953,27.5464,21.1928,12.4396,18.3589,22.3759,17.0564,6.977,26.284,53.7032,21.8073,149.0,0.070489,20.175408,0,0,0,0,0,0,0,1,16
66,47,36,6.57256106,24.85441411,74.44070479999998,175.572958,0.5919,0.6772,0.8949,0.8359,19.7881,25.8916,32.7369,25.9661,16.06,20.9207,26.5233,20.9953,17.297,35.5727,88.9315,32.645,6.0,0.001882,253.846596,1,0,0,0,0,0,0,0,8
23,39,22,6.86483915,29.25649321,81.97952224,42.02483277,0.6506,0.7368,1.0101,0.9061,23.2597,31.1424,38.4201,31.3006,18.8712,25.2911,31.106,25.4493,2.1016,7.4258,23.3194,8.7379,856.0,0.619002,36.089273,0,0,0,0,0,0,0,1,14
35,63,76,7.714153037999999,17.81564548,17.60756635,90.82097601,0.1451,0.1635,0.2276,0.1917,13.632,17.598,22.9002,18.1195,10.9597,14.0349,18.4463,14.5564,11.6411,13.1777,44.2469,22.3,321.0,0.117421,242.148952,0,0,0,0,0,1,0,0,3
82,78,46,5.738678895,25.05802193,84.97323747,110.4408803,0.6725,0.7583,1.0214,0.9398,19.3036,26.1776,32.7743,26.8903,15.5449,21.166,26.5098,21.8787,10.3967,20.5718,54.5878,18.9065,458.0,0.229657,346.743117,0,0,0,0,0,1,0,0,1
94,50,37,6.94801983,25.66585205,80.66385045,209.5869708,0.6378,0.7252,0.9762,0.8847,20.0892,26.5412,33.8248,27.6759,16.2393,21.4081,27.4083,22.5427,19.1797,42.5997,104.8195,47.3577,86.0,0.013345,103.493431,0,0,0,0,0,1,0,0,20
107,12,46,6.559763394,29.57240298,93.61870344,27.56918621,0.7588,0.8343,1.1238,1.0274,22.6277,31.1585,39.2951,30.8581,18.1918,25.244,31.902,24.9436,2.9977,2.5868,15.5991,6.9404,17.0,0.069477,263.76106,0,0,0,0,0,1,0,0,15
4,18,37,7.13147457,22.91843172,85.40695044,106.2817706,0.6805,0.7739,1.018,0.9391,18.3508,24.2704,29.6633,23.6627,14.9131,19.6867,23.9337,19.079,7.8669,16.4793,53.3776,20.8353,620.0,0.034058,356.143557,0,1,0,0,0,0,0,0,19
98,18,27,6.516312148,27.56088634,68.49299897,167.43580749999995,0.551,0.6092,0.833,0.7565,21.5637,28.1963,36.3299,28.9874,17.4295,22.6841,29.4397,23.4752,19.4786,33.8489,85.4522,34.1493,1.0,0.085138,121.563223,0,0,0,0,0,1,0,0,5
82,35,44,6.239011,26.96656378,78.21047693,169.8391177,0.6114,0.6848,0.9437,0.8495,21.5357,28.4864,35.3477,28.5951,17.4908,23.0931,28.6061,23.2018,17.0089,31.8192,85.2846,30.7903,101.0,0.120376,180.857438,0,0,0,0,0,1,0,0,8
93,26,27,7.288211994,24.59245684,56.46829641,137.70440469999997,0.4493,0.5232,0.6814,0.6181,19.7198,24.6398,31.5119,26.4334,16.0309,19.7213,25.3638,21.5149,13.4004,27.8945,69.5412,27.5649,126.0,0.129252,9.980542,0,0,0,0,1,0,0,0,5
14,75,24,6.436160044,24.54757829,57.3414485,118.3606557,0.4692,0.5056,0.6956,0.6416,19.369,26.1625,31.9064,26.12,15.6869,21.253,25.7695,21.2105,11.7776,23.6196,59.2433,25.0554,464.0,0.2278,205.184683,0,0,0,0,0,1,0,0,18
22,60,18,6.74398035,19.59221047,61.28633405,41.7704893,0.4836,0.5594,0.7202,0.6811,15.7376,21.2711,25.7853,20.1416,12.7987,17.3526,20.8873,16.2232,5.9527,7.9233,20.6177,13.4996,618.0,0.199965,122.456413,0,0,0,1,0,0,0,0,10
6,142,202,6.224542938,27.23708304,82.94573346,70.42508897,0.6664,0.7286,1.0134,0.9154,22.4116,29.3316,34.5989,28.9286,18.3261,23.8842,27.7897,23.4812,5.3445,11.6267,35.8772,15.2326,513.0,0.5849,352.094892,0,0,0,0,0,0,0,1,7
5,15,38,5.709380472,18.26233221,88.16779129,108.0756727,0.6979,0.7991,1.0672,0.972,14.2944,19.8294,24.3509,19.9745,11.555,16.177,19.7853,16.322,8.1437,18.3673,54.2866,18.7815,451.0,0.08015,188.593386,0,0,0,0,0,1,0,0,19
